Time[sec]	 X[micron]	 Y[micron]
   0.000	   80.0720	   74.1151
   0.002	   80.0778	   74.1372
   0.004	   80.0716	   74.1463
   0.006	   80.0516	   74.1530
   0.008	   80.0473	   74.1987
   0.010	   80.0138	   74.1606
   0.012	   80.0296	   74.1423
   0.014	   80.0290	   74.1228
   0.016	   80.0276	   74.1074
   0.018	   80.0225	   74.1418
   0.020	   80.0716	   74.1355
   0.022	   80.1169	   74.1403
   0.024	   80.1121	   74.1934
   0.026	   80.1044	   74.2544
   0.028	   80.0899	   74.2860
   0.030	   80.0921	   74.2961
   0.032	   80.1320	   74.2746
   0.034	   80.1076	   74.2781
   0.036	   80.0566	   74.2881
   0.038	   80.0588	   74.3058
   0.040	   80.1017	   74.3068
   0.042	   80.1051	   74.2692
   0.044	   80.1019	   74.2691
   0.046	   80.1141	   74.2952
   0.048	   80.1404	   74.3211
   0.050	   80.1415	   74.3478
   0.052	   80.1435	   74.3575
   0.054	   80.1331	   74.3768
   0.056	   80.1372	   74.4002
   0.058	   80.1177	   74.4050
   0.060	   80.1162	   74.3821
   0.062	   80.1025	   74.3612
   0.064	   80.1058	   74.4005
   0.066	   80.1054	   74.4261
   0.068	   80.1110	   74.4100
   0.070	   80.1615	   74.3721
   0.072	   80.2031	   74.3803
   0.074	   80.1987	   74.4137
   0.076	   80.1657	   74.4828
   0.078	   80.1696	   74.4940
   0.080	   80.2002	   74.4862
   0.082	   80.1704	   74.4884
   0.084	   80.1252	   74.5074
   0.086	   80.1189	   74.5474
   0.088	   80.1193	   74.5455
   0.090	   80.1563	   74.5190
   0.092	   80.1687	   74.4972
   0.094	   80.1959	   74.5209
   0.096	   80.1971	   74.5588
   0.098	   80.1952	   74.5896
   0.100	   80.2078	   74.5834
   0.102	   80.2296	   74.6015
   0.104	   80.2084	   74.6023
   0.106	   80.1573	   74.6260
   0.108	   80.1468	   74.6528
   0.110	   80.1783	   74.6579
   0.112	   80.1743	   74.6446
   0.114	   80.1718	   74.6442
   0.116	   80.1690	   74.6303
   0.118	   80.2131	   74.6244
   0.120	   80.2341	   74.6230
   0.122	   80.2490	   74.6703
   0.124	   80.2341	   74.7440
   0.126	   80.2260	   74.7619
   0.128	   80.2434	   74.7488
   0.130	   80.2497	   74.7225
   0.132	   80.2099	   74.7447
   0.134	   80.1921	   74.8014
   0.136	   80.2038	   74.8091
   0.138	   80.2222	   74.7763
   0.140	   80.2462	   74.7369
   0.142	   80.2696	   74.7344
   0.144	   80.2717	   74.7505
   0.146	   80.2977	   74.8064
   0.148	   80.3022	   74.8301
   0.150	   80.3070	   74.8529
   0.152	   80.2945	   74.8740
   0.154	   80.2775	   74.8871
   0.156	   80.2716	   74.8746
   0.158	   80.2719	   74.8754
   0.160	   80.2843	   74.8755
   0.162	   80.2984	   74.9167
   0.164	   80.2929	   74.9047
   0.166	   80.3046	   74.8872
   0.168	   80.3384	   74.8548
   0.170	   80.3864	   74.8742
   0.172	   80.3634	   74.9155
   0.174	   80.3390	   74.9593
   0.176	   80.3439	   74.9784
   0.178	   80.3712	   74.9625
   0.180	   80.3770	   74.9515
   0.182	   80.3532	   74.9973
   0.184	   80.2995	   75.0204
   0.186	   80.3088	   75.0062
   0.188	   80.3533	   75.0125
   0.190	   80.3426	   75.0061
   0.192	   80.3236	   75.0164
   0.194	   80.3364	   75.0036
   0.196	   80.3922	   74.9896
   0.198	   80.4339	   74.9848
   0.200	   80.4440	   75.0164
   0.202	   80.4117	   75.0588
   0.204	   80.4325	   75.1006
   0.206	   80.4354	   75.1126
   0.208	   80.4467	   75.0913
   0.210	   80.4191	   75.1019
   0.212	   80.3535	   75.1306
   0.214	   80.3880	   75.1492
   0.216	   80.4179	   75.1457
   0.218	   80.4270	   75.1301
   0.220	   80.4134	   75.1154
   0.222	   80.4662	   75.1181
   0.224	   80.4880	   75.1145
   0.226	   80.4937	   75.1135
   0.228	   80.5230	   75.1604
   0.230	   80.5074	   75.2147
   0.232	   80.4898	   75.2497
   0.234	   80.4680	   75.2645
   0.236	   80.4440	   75.2455
   0.238	   80.4363	   75.2250
   0.240	   80.4502	   75.2643
   0.242	   80.4480	   75.2953
   0.244	   80.4825	   75.2702
   0.246	   80.5393	   75.2149
   0.248	   80.5913	   75.1917
   0.250	   80.5819	   75.2253
   0.252	   80.5618	   75.2688
   0.254	   80.5553	   75.2917
   0.256	   80.5728	   75.2918
   0.258	   80.5501	   75.3296
   0.260	   80.5013	   75.3615
   0.262	   80.4557	   75.3508
   0.264	   80.4374	   75.3208
   0.266	   80.4668	   75.3180
   0.268	   80.5237	   75.3636
   0.270	   80.5724	   75.3669
   0.272	   80.5836	   75.3672
   0.274	   80.6149	   75.3418
   0.276	   80.6199	   75.3586
   0.278	   80.6154	   75.3897
   0.280	   80.5980	   75.4156
   0.282	   80.5707	   75.4373
   0.284	   80.5474	   75.4304
