Time[sec]	 X[micron]	 Y[micron]
   0.000	   82.9036	   78.3716
   0.002	   82.9192	   78.3887
   0.004	   82.9452	   78.3140
   0.006	   82.9658	   78.2312
   0.008	   82.9680	   78.1789
   0.010	   82.9657	   78.1659
   0.012	   83.0249	   78.1929
   0.014	   83.0589	   78.2459
   0.016	   83.0529	   78.2576
   0.018	   83.0101	   78.2301
   0.020	   82.9701	   78.1979
   0.022	   83.0010	   78.1700
   0.024	   83.0560	   78.1256
   0.026	   83.0894	   78.0786
   0.028	   83.1397	   78.0266
   0.030	   83.0784	   78.0926
   0.032	   83.1019	   78.1554
   0.034	   83.1135	   78.1314
   0.036	   83.0343	   78.1319
   0.038	   83.0534	   78.1325
   0.040	   83.0731	   78.0828
   0.042	   83.1192	   78.0197
   0.044	   83.1574	   77.9385
   0.046	   83.1895	   77.8851
   0.048	   83.1435	   77.9165
   0.050	   83.1501	   77.9749
   0.052	   83.1481	   77.9951
   0.054	   83.1509	   77.9900
   0.056	   83.1616	   78.0002
   0.058	   83.2074	   77.9409
   0.060	   83.2290	   77.8842
   0.062	   83.2608	   77.8048
   0.064	   83.3039	   77.7179
   0.066	   83.3178	   77.6806
   0.068	   83.2642	   77.7708
   0.070	   83.2435	   77.8387
   0.072	   83.2322	   77.8311
   0.074	   83.2056	   77.8088
   0.076	   83.1990	   77.7739
   0.078	   83.2466	   77.7460
   0.080	   83.2752	   77.6680
   0.082	   83.2953	   77.5973
   0.084	   83.3053	   77.5352
   0.086	   83.3192	   77.5494
   0.088	   83.3301	   77.6460
   0.090	   83.3274	   77.6589
   0.092	   83.3062	   77.6750
   0.094	   83.2813	   77.6481
   0.096	   83.3121	   77.5746
   0.098	   83.3136	   77.5378
   0.100	   83.3949	   77.5027
   0.102	   83.4078	   77.4303
   0.104	   83.3900	   77.4190
   0.106	   83.3500	   77.5115
   0.108	   83.3547	   77.5247
   0.110	   83.3312	   77.5308
   0.112	   83.3427	   77.5271
   0.114	   83.3696	   77.5036
   0.116	   83.4282	   77.4213
   0.118	   83.4956	   77.3701
   0.120	   83.5104	   77.3201
   0.122	   83.5039	   77.3121
   0.124	   83.5021	   77.3483
   0.126	   83.5026	   77.4608
   0.128	   83.4896	   77.4054
   0.130	   83.4662	   77.3826
   0.132	   83.4475	   77.3668
   0.134	   83.5252	   77.3332
   0.136	   83.5721	   77.2727
   0.138	   83.5977	   77.2392
   0.140	   83.6543	   77.1929
   0.142	   83.6078	   77.2078
   0.144	   83.5871	   77.3045
   0.146	   83.5792	   77.2926
   0.148	   83.5630	   77.2797
   0.150	   83.5328	   77.2575
   0.152	   83.5937	   77.2404
   0.154	   83.6385	   77.1606
   0.156	   83.6955	   77.1130
   0.158	   83.7388	   77.1080
   0.160	   83.7147	   77.1462
   0.162	   83.7035	   77.2251
   0.164	   83.7053	   77.2350
   0.166	   83.6945	   77.1924
   0.168	   83.7090	   77.1784
   0.170	   83.7072	   77.1784
   0.172	   83.8083	   77.1118
   0.174	   83.8575	   77.0643
   0.176	   83.9252	   77.0424
   0.178	   83.8637	   77.0376
   0.180	   83.8231	   77.1360
   0.182	   83.8131	   77.1404
   0.184	   83.8072	   77.1002
   0.186	   83.7983	   77.1018
   0.188	   83.8726	   77.0661
   0.190	   83.9433	   77.0123
   0.192	   84.0172	   76.9973
   0.194	   84.0807	   76.9755
   0.196	   84.0362	   76.9908
   0.198	   83.9571	   77.0427
   0.200	   84.0005	   77.0875
   0.202	   84.0233	   77.0710
   0.204	   83.9777	   77.0311
   0.206	   84.0302	   77.0088
   0.208	   84.1003	   76.9840
   0.210	   84.1433	   76.9584
   0.212	   84.2377	   76.9085
   0.214	   84.2694	   76.9299
   0.216	   84.1230	   76.9723
   0.218	   84.1190	   77.0165
   0.220	   84.1244	   76.9905
   0.222	   84.1119	   76.9795
   0.224	   84.1513	   76.9881
   0.226	   84.2539	   76.9417
   0.228	   84.2764	   76.8680
   0.230	   84.3718	   76.8650
