Time[sec]	 X[micron]	 Y[micron]
   0.000	   89.3503	   70.0700
   0.002	   89.3750	   70.0605
   0.004	   89.3811	   70.0813
   0.006	   89.3777	   70.0885
   0.008	   89.3285	   70.0629
   0.010	   89.3191	   70.0881
   0.012	   89.3248	   70.0595
   0.014	   89.3440	   70.0248
   0.016	   89.3353	   70.0093
   0.018	   89.3268	   69.9946
   0.020	   89.3651	   70.0011
   0.022	   89.3469	   69.9974
   0.024	   89.3677	   70.0146
   0.026	   89.3727	   70.0290
   0.028	   89.3289	   69.9932
   0.030	   89.3311	   69.9922
   0.032	   89.3213	   69.9652
   0.034	   89.3164	   69.9512
   0.036	   89.3158	   69.9161
   0.038	   89.3068	   69.9202
   0.040	   89.3252	   69.9167
   0.042	   89.3409	   69.8885
   0.044	   89.3496	   69.9089
   0.046	   89.3583	   69.9268
   0.048	   89.3151	   69.9283
   0.050	   89.2853	   69.9210
   0.052	   89.2789	   69.9034
   0.054	   89.2828	   69.9079
   0.056	   89.2840	   69.8836
   0.058	   89.2979	   69.8502
   0.060	   89.3358	   69.8562
   0.062	   89.3150	   69.8433
   0.064	   89.3267	   69.8573
   0.066	   89.3307	   69.8554
   0.068	   89.2987	   69.8488
   0.070	   89.2767	   69.8426
   0.072	   89.2933	   69.8160
   0.074	   89.2793	   69.8180
   0.076	   89.2894	   69.8017
   0.078	   89.3216	   69.7781
   0.080	   89.3400	   69.7938
   0.082	   89.3285	   69.7870
   0.084	   89.3217	   69.8094
   0.086	   89.3204	   69.7954
   0.088	   89.3062	   69.7927
   0.090	   89.3192	   69.7753
   0.092	   89.3237	   69.7470
   0.094	   89.3473	   69.7410
   0.096	   89.3482	   69.7238
   0.098	   89.3664	   69.7222
   0.100	   89.3386	   69.7188
   0.102	   89.3552	   69.7184
   0.104	   89.3569	   69.7266
   0.106	   89.3444	   69.7359
   0.108	   89.3505	   69.7346
   0.110	   89.3553	   69.6896
   0.112	   89.3488	   69.6690
   0.114	   89.3481	   69.6600
   0.116	   89.3457	   69.6284
   0.118	   89.3796	   69.6601
   0.120	   89.3685	   69.6386
   0.122	   89.3797	   69.6634
   0.124	   89.3825	   69.6406
   0.126	   89.3791	   69.6468
   0.128	   89.3727	   69.6453
   0.130	   89.3556	   69.6261
   0.132	   89.3484	   69.6040
   0.134	   89.3437	   69.5720
   0.136	   89.3677	   69.5791
   0.138	   89.3775	   69.5733
   0.140	   89.3623	   69.5688
   0.142	   89.3412	   69.5785
   0.144	   89.3614	   69.5971
   0.146	   89.3712	   69.5941
   0.148	   89.3883	   69.5822
   0.150	   89.3879	   69.5785
   0.152	   89.3619	   69.5363
   0.154	   89.3652	   69.5181
   0.156	   89.3427	   69.5064
   0.158	   89.3660	   69.5067
   0.160	   89.3930	   69.5004
   0.162	   89.3794	   69.5244
   0.164	   89.3666	   69.5231
   0.166	   89.3266	   69.5242
   0.168	   89.3206	   69.5123
   0.170	   89.3327	   69.5073
   0.172	   89.3561	   69.4778
   0.174	   89.3462	   69.4468
   0.176	   89.3455	   69.4701
   0.178	   89.3899	   69.4517
   0.180	   89.4142	   69.4476
   0.182	   89.4052	   69.4325
   0.184	   89.3979	   69.4560
   0.186	   89.3706	   69.4663
   0.188	   89.3760	   69.4523
   0.190	   89.3551	   69.4569
   0.192	   89.3964	   69.4235
   0.194	   89.3913	   69.4027
   0.196	   89.3987	   69.4090
   0.198	   89.4146	   69.4055
   0.200	   89.4443	   69.4081
   0.202	   89.4559	   69.4150
   0.204	   89.4417	   69.4185
   0.206	   89.4209	   69.4156
   0.208	   89.4161	   69.4031
   0.210	   89.4236	   69.3995
   0.212	   89.4486	   69.3790
   0.214	   89.4596	   69.3695
   0.216	   89.4586	   69.3482
   0.218	   89.5251	   69.3535
   0.220	   89.5397	   69.3645
   0.222	   89.5230	   69.3659
   0.224	   89.5089	   69.3499
   0.226	   89.4553	   69.3399
   0.228	   89.4591	   69.3319
   0.230	   89.4795	   69.3293
   0.232	   89.5133	   69.3175
   0.234	   89.5544	   69.3025
   0.236	   89.5913	   69.2954
   0.238	   89.6015	   69.3009
   0.240	   89.5958	   69.3098
   0.242	   89.5764	   69.3063
   0.244	   89.5345	   69.3118
   0.246	   89.5271	   69.2850
   0.248	   89.5312	   69.2638
   0.250	   89.5444	   69.2739
   0.252	   89.5997	   69.2569
   0.254	   89.6169	   69.2632
   0.256	   89.6429	   69.2622
   0.258	   89.6060	   69.2649
   0.260	   89.6221	   69.2466
   0.262	   89.6034	   69.2686
   0.264	   89.5967	   69.2739
   0.266	   89.6239	   69.2264
   0.268	   89.6321	   69.2286
