Time[sec]	 X[micron]	 Y[micron]
   0.000	   97.7319	   78.0269
   0.002	   97.6960	   78.0171
   0.004	   97.6709	   78.0558
   0.006	   97.6416	   78.0765
   0.008	   97.6303	   78.0950
   0.010	   97.6875	   78.0808
   0.012	   97.7351	   78.0833
   0.014	   97.7560	   78.0644
   0.016	   97.7232	   78.0700
   0.018	   97.7230	   78.0103
   0.020	   97.7453	   77.9590
   0.022	   97.7455	   77.9289
   0.024	   97.6837	   77.9497
   0.026	   97.6870	   77.9831
   0.028	   97.6912	   77.9918
   0.030	   97.7194	   77.9749
   0.032	   97.7309	   78.0029
   0.034	   97.7138	   78.0278
   0.036	   97.7073	   77.9958
   0.038	   97.7272	   77.9110
   0.040	   97.7476	   77.8582
   0.042	   97.7292	   77.8407
   0.044	   97.6876	   77.8650
   0.046	   97.6743	   77.8621
   0.048	   97.7178	   77.8176
   0.050	   97.7360	   77.8187
   0.052	   97.7146	   77.8547
   0.054	   97.7284	   77.9145
   0.056	   97.6922	   77.9142
   0.058	   97.7201	   77.8584
   0.060	   97.7282	   77.8093
   0.062	   97.7111	   77.7777
   0.064	   97.7054	   77.7756
   0.066	   97.7182	   77.7318
   0.068	   97.7536	   77.7265
   0.070	   97.7874	   77.7142
   0.072	   97.7622	   77.7595
   0.074	   97.7673	   77.7895
   0.076	   97.7334	   77.8124
   0.078	   97.7099	   77.7873
   0.080	   97.7106	   77.7429
   0.082	   97.6934	   77.7199
   0.084	   97.6836	   77.6990
   0.086	   97.6706	   77.6731
   0.088	   97.7089	   77.6338
   0.090	   97.7358	   77.6204
   0.092	   97.7415	   77.6512
   0.094	   97.6948	   77.6863
   0.096	   97.7445	   77.6803
   0.098	   97.7259	   77.6637
   0.100	   97.6971	   77.6812
   0.102	   97.6700	   77.6579
   0.104	   97.6567	   77.6328
   0.106	   97.6878	   77.5819
   0.108	   97.7025	   77.5307
   0.110	   97.7076	   77.5154
   0.112	   97.7253	   77.5510
   0.114	   97.7081	   77.5761
   0.116	   97.7477	   77.5779
   0.118	   97.7572	   77.5679
   0.120	   97.7059	   77.6162
   0.122	   97.6597	   77.6025
   0.124	   97.6561	   77.5483
   0.126	   97.6885	   77.4936
   0.128	   97.6817	   77.4455
