Time[sec]	 X[micron]	 Y[micron]
   0.000	   91.5747	   75.0033
   0.002	   91.5872	   75.0123
   0.004	   91.6045	   75.0142
   0.006	   91.6059	   74.9878
   0.008	   91.6370	   74.9839
   0.010	   91.6602	   74.9739
   0.012	   91.6575	   74.9563
   0.014	   91.6018	   74.9904
   0.016	   91.5817	   74.9862
   0.018	   91.6297	   74.9830
   0.020	   91.6064	   74.9934
   0.022	   91.6182	   74.9912
   0.024	   91.6328	   75.0097
   0.026	   91.6787	   74.9967
   0.028	   91.6818	   74.9585
   0.030	   91.6682	   74.9580
   0.032	   91.5748	   74.9641
   0.034	   91.5983	   74.9612
   0.036	   91.6351	   74.9656
   0.038	   91.6179	   74.9756
   0.040	   91.6420	   74.9477
   0.042	   91.6701	   74.9722
   0.044	   91.6797	   74.9597
   0.046	   91.6809	   74.9527
   0.048	   91.6873	   74.9539
   0.050	   91.6119	   74.9671
   0.052	   91.6347	   74.9518
   0.054	   91.6751	   74.9330
   0.056	   91.6567	   74.9740
   0.058	   91.6685	   74.9607
   0.060	   91.6904	   74.9354
   0.062	   91.7065	   74.9529
   0.064	   91.7169	   74.9167
   0.066	   91.7109	   74.9556
   0.068	   91.6459	   74.9400
   0.070	   91.6522	   74.9423
   0.072	   91.6770	   74.9711
   0.074	   91.6764	   74.9539
   0.076	   91.7126	   74.9660
   0.078	   91.7430	   74.9539
   0.080	   91.7483	   74.9611
   0.082	   91.7375	   74.9400
   0.084	   91.6913	   74.9762
   0.086	   91.6923	   74.9556
   0.088	   91.7023	   74.9686
   0.090	   91.6937	   74.9565
   0.092	   91.7137	   74.9666
   0.094	   91.7325	   74.9665
   0.096	   91.7374	   74.9875
   0.098	   91.7609	   74.9682
   0.100	   91.7326	   74.9341
   0.102	   91.6702	   74.9402
   0.104	   91.6809	   74.9580
   0.106	   91.7141	   74.9601
   0.108	   91.7041	   74.9876
   0.110	   91.7454	   74.9575
   0.112	   91.7388	   74.9355
   0.114	   91.7813	   74.9178
   0.116	   91.7684	   74.9177
   0.118	   91.7346	   74.9366
   0.120	   91.6940	   74.9251
   0.122	   91.7250	   74.9355
   0.124	   91.7393	   74.9188
   0.126	   91.7198	   74.9395
   0.128	   91.7809	   74.9549
   0.130	   91.8002	   74.9441
   0.132	   91.7886	   74.9195
   0.134	   91.8291	   74.8879
   0.136	   91.7652	   74.9249
   0.138	   91.7437	   74.9317
   0.140	   91.7742	   74.9236
   0.142	   91.7700	   74.9433
   0.144	   91.7684	   74.9373
   0.146	   91.7974	   74.9476
   0.148	   91.8219	   74.9361
   0.150	   91.8411	   74.9550
   0.152	   91.8503	   74.9151
   0.154	   91.7817	   74.9544
   0.156	   91.7745	   74.9625
   0.158	   91.7853	   74.9425
   0.160	   91.8075	   74.9521
   0.162	   91.7815	   74.9511
   0.164	   91.8005	   74.9433
   0.166	   91.8332	   74.9491
   0.168	   91.8526	   74.9509
   0.170	   91.8444	   74.9159
   0.172	   91.7938	   74.9234
   0.174	   91.7909	   74.9042
   0.176	   91.8088	   74.9066
   0.178	   91.8250	   74.9164
   0.180	   91.8321	   74.9379
   0.182	   91.8361	   74.9264
   0.184	   91.8564	   74.9309
   0.186	   91.8705	   74.9342
   0.188	   91.8878	   74.9365
   0.190	   91.8327	   74.9590
   0.192	   91.7989	   74.9296
   0.194	   91.8450	   74.9404
   0.196	   91.8508	   74.9530
   0.198	   91.8617	   74.9391
   0.200	   91.8787	   74.9582
   0.202	   91.8948	   74.9341
   0.204	   91.8897	   74.9255
   0.206	   91.9040	   74.9207
   0.208	   91.8578	   74.9285
   0.210	   91.8452	   74.9217
   0.212	   91.8592	   74.9180
   0.214	   91.8685	   74.9054
   0.216	   91.8573	   74.9324
   0.218	   91.8693	   74.9202
   0.220	   91.9139	   74.9262
   0.222	   91.9150	   74.9166
   0.224	   91.9450	   74.8887
   0.226	   91.9345	   74.9229
   0.228	   91.8340	   74.8763
   0.230	   91.8813	   74.9190
   0.232	   91.9034	   74.9222
   0.234	   91.9102	   74.9050
   0.236	   91.9132	   74.9121
   0.238	   91.9136	   74.9156
   0.240	   91.9556	   74.8835
   0.242	   91.9504	   74.8804
   0.244	   91.9169	   74.8985
   0.246	   91.8979	   74.8721
   0.248	   91.9110	   74.9084
   0.250	   91.9217	   74.9100
   0.252	   91.9106	   74.9245
   0.254	   91.9221	   74.9045
   0.256	   91.9223	   74.8899
   0.258	   91.9471	   74.8780
   0.260	   91.9591	   74.8966
   0.262	   91.8773	   74.8793
   0.264	   91.8978	   74.8836
   0.266	   91.9092	   74.8675
   0.268	   91.9049	   74.8997
   0.270	   91.9068	   74.8857
   0.272	   91.9322	   74.9003
   0.274	   91.9477	   74.9032
   0.276	   91.9513	   74.8861
   0.278	   91.9388	   74.8887
   0.280	   91.8888	   74.8644
   0.282	   91.9072	   74.8914
   0.284	   91.9380	   74.8887
   0.286	   91.9434	   74.8956
   0.288	   91.9379	   74.8875
   0.290	   91.9698	   74.9030
   0.292	   92.0040	   74.9116
   0.294	   92.0015	   74.8823
   0.296	   91.9984	   74.9072
   0.298	   91.9225	   74.8736
   0.300	   91.9489	   74.8777
   0.302	   91.9573	   74.9070
   0.304	   91.9856	   74.9114
   0.306	   91.9869	   74.8881
   0.308	   91.9875	   74.8953
   0.310	   92.0219	   74.8844
   0.312	   92.0309	   74.8591
   0.314	   91.9847	   74.8874
   0.316	   91.9404	   74.8747
   0.318	   91.9611	   74.8748
   0.320	   91.9916	   74.8439
   0.322	   91.9904	   74.8821
   0.324	   92.0331	   74.8751
   0.326	   92.0386	   74.8841
   0.328	   92.0189	   74.8945
   0.330	   92.0676	   74.8747
   0.332	   92.0526	   74.9064
   0.334	   91.9965	   74.8627
   0.336	   92.0122	   74.8918
   0.338	   92.0355	   74.8829
   0.340	   92.0434	   74.9010
   0.342	   92.0490	   74.9002
   0.344	   92.0714	   74.9110
   0.346	   92.0888	   74.8766
   0.348	   92.0966	   74.8799
   0.350	   92.0378	   74.8865
   0.352	   92.0087	   74.8678
   0.354	   92.0345	   74.8816
   0.356	   92.0819	   74.9040
   0.358	   92.0538	   74.8995
   0.360	   92.0649	   74.8864
   0.362	   92.0762	   74.8849
   0.364	   92.1048	   74.8887
   0.366	   92.1021	   74.8777
   0.368	   92.0475	   74.9005
   0.370	   92.0591	   74.8873
   0.372	   92.0784	   74.8996
   0.374	   92.0909	   74.9016
   0.376	   92.0730	   74.8944
   0.378	   92.1087	   74.9118
   0.380	   92.1137	   74.8677
   0.382	   92.1209	   74.8436
   0.384	   92.1099	   74.9033
   0.386	   92.0564	   74.8599
   0.388	   92.0861	   74.8994
   0.390	   92.0877	   74.8912
   0.392	   92.1057	   74.8963
   0.394	   92.1208	   74.9033
   0.396	   92.1555	   74.8847
   0.398	   92.1553	   74.8634
   0.400	   92.1290	   74.8556
   0.402	   92.0825	   74.8615
   0.404	   92.0914	   74.8850
   0.406	   92.1338	   74.9087
   0.408	   92.1122	   74.9159
   0.410	   92.1146	   74.8972
   0.412	   92.1524	   74.8913
   0.414	   92.1810	   74.8975
   0.416	   92.1722	   74.8806
   0.418	   92.1873	   74.8879
   0.420	   92.1034	   74.8571
   0.422	   92.1221	   74.8460
   0.424	   92.1313	   74.8901
   0.426	   92.1425	   74.9064
   0.428	   92.1558	   74.9135
   0.430	   92.1643	   74.8731
   0.432	   92.1862	   74.8797
   0.434	   92.2286	   74.8562
   0.436	   92.1874	   74.8738
   0.438	   92.1302	   74.8715
   0.440	   92.1449	   74.8617
   0.442	   92.1366	   74.8490
   0.444	   92.1483	   74.8572
   0.446	   92.1614	   74.8800
   0.448	   92.1784	   74.8823
   0.450	   92.1914	   74.8903
   0.452	   92.2004	   74.8474
   0.454	   92.1473	   74.8786
   0.456	   92.1366	   74.8665
   0.458	   92.1517	   74.8744
   0.460	   92.1531	   74.8552
   0.462	   92.1762	   74.8607
   0.464	   92.1832	   74.8696
   0.466	   92.2259	   74.8724
   0.468	   92.2348	   74.8779
   0.470	   92.2527	   74.8837
   0.472	   92.1821	   74.8785
   0.474	   92.1403	   74.8524
   0.476	   92.1897	   74.8662
   0.478	   92.1953	   74.8771
   0.480	   92.1930	   74.8881
   0.482	   92.2156	   74.8848
   0.484	   92.2440	   74.8762
   0.486	   92.2479	   74.8734
   0.488	   92.2677	   74.8662
   0.490	   92.1783	   74.8841
   0.492	   92.2129	   74.8571
   0.494	   92.2157	   74.8546
   0.496	   92.2269	   74.8747
   0.498	   92.2161	   74.9043
   0.500	   92.2814	   74.8847
   0.502	   92.2660	   74.8791
   0.504	   92.2683	   74.8523
   0.506	   92.2388	   74.8721
   0.508	   92.2027	   74.8763
   0.510	   92.2141	   74.8703
   0.512	   92.2354	   74.8634
   0.514	   92.2535	   74.8757
   0.516	   92.2455	   74.8701
   0.518	   92.2824	   74.8875
   0.520	   92.2933	   74.8483
   0.522	   92.3090	   74.8565
   0.524	   92.2679	   74.8543
   0.526	   92.2121	   74.8332
   0.528	   92.2392	   74.8576
   0.530	   92.2339	   74.8621
   0.532	   92.2666	   74.8627
   0.534	   92.2604	   74.8640
   0.536	   92.2868	   74.8635
   0.538	   92.3015	   74.8584
   0.540	   92.3405	   74.8389
   0.542	   92.2666	   74.8398
   0.544	   92.2499	   74.8379
   0.546	   92.2586	   74.8220
   0.548	   92.3010	   74.8589
   0.550	   92.2763	   74.8755
   0.552	   92.3039	   74.8563
   0.554	   92.3350	   74.8317
   0.556	   92.3316	   74.8444
   0.558	   92.3411	   74.8120
   0.560	   92.2907	   74.8513
   0.562	   92.2839	   74.8515
   0.564	   92.2909	   74.8301
   0.566	   92.2968	   74.8360
   0.568	   92.2962	   74.8363
   0.570	   92.3131	   74.8751
   0.572	   92.3613	   74.8592
   0.574	   92.3528	   74.8266
   0.576	   92.3403	   74.8158
   0.578	   92.2660	   74.8294
   0.580	   92.3096	   74.8404
   0.582	   92.3194	   74.8361
   0.584	   92.3296	   74.8563
   0.586	   92.3243	   74.8375
   0.588	   92.3365	   74.8388
   0.590	   92.3817	   74.8547
   0.592	   92.3981	   74.8360
   0.594	   92.3847	   74.8154
   0.596	   92.2961	   74.8162
   0.598	   92.3058	   74.8294
   0.600	   92.3258	   74.8245
   0.602	   92.3531	   74.8540
   0.604	   92.3791	   74.8310
   0.606	   92.3789	   74.8327
   0.608	   92.3929	   74.8188
   0.610	   92.4282	   74.8044
   0.612	   92.4019	   74.8217
   0.614	   92.3502	   74.8252
